"trial","RT","gaze_dir","target_dir","congr","eye_shift","SOA","ydiff","xdiff","blink","su","sac_dir","correct_sac","too_fast","too_slow"
37,245,"Left","Left","Congruent","Shift head",900,0,-246.1,"Contains blink","p4","Left",1,0,0
37,302,"Left","Left","Congruent","Shift head",900,0.199999999999989,-240.2,"No blink","p5","Left",1,0,0
37,375,"Left","Right","Incongruent","Shift eyes",500,9,218,"No blink","p6","Right",1,0,0
37,485,"Right","Left","Incongruent","Shift head",900,-41.5,286.9,"Contains blink","p7","Right",0,0,0
37,247,"Right","Right","Congruent","Shift head",100,-7.89999999999998,227.4,"No blink","p8","Right",1,0,0
37,295,"Left","Left","Congruent","Shift eyes",500,-16.1,-220,"No blink","p9","Left",1,0,0
37,260,"Left","Right","Incongruent","Shift head",500,0.699999999999989,222.2,"No blink","p10","Right",1,0,0
37,195,"Right","Left","Incongruent","Shift head",500,4.09999999999997,-219.2,"No blink","p11","Left",1,0,0
37,164,"Left","Right","Incongruent","Shift eyes",500,9.90000000000003,192.6,"No blink","p12","Right",1,0,0
37,274,"Left","Left","Congruent","Shift head",500,-8.19999999999999,-241.2,"No blink","p13","Left",1,0,0
37,138,"Right","Left","Incongruent","Shift eyes",100,-1,2.20000000000005,"No blink","p14","Insufficient amplitude",0,0,0
37,357,"Left","Right","Incongruent","Shift eyes",900,2.19999999999999,212.1,"No blink","p15","Right",1,0,0
37,245,"Left","Left","Congruent","Shift eyes",500,-92.4,-227,"No blink","p16","Left",1,0,0
37,307,"Right","Left","Incongruent","Shift head",900,-13.4,-270,"No blink","p17","Left",1,0,0
37,462,"Right","Left","Incongruent","Shift head",100,-3.5,-222.1,"No blink","p18","Left",1,0,0
37,223,"Left","Left","Congruent","Shift eyes",900,68.6,-205.2,"No blink","p19","Left",1,0,0
37,112,"Left","Right","Incongruent","Shift head",500,25.9,237.9,"No blink","p20","Right",1,0,0
37,240,"Right","Left","Incongruent","Shift head",900,5.80000000000001,-234.9,"No blink","p21","Left",1,0,0
37,211,"Left","Right","Incongruent","Shift head",900,-35.8,10.8,"No blink","p22","Insufficient amplitude",0,0,0
38,274,"Left","Right","Incongruent","Shift head",500,-6.69999999999999,203.7,"No blink","p1","Right",1,0,0
38,175,"Right","Left","Incongruent","Shift head",900,-29.3,-213.6,"No blink","p2","Left",1,0,0
38,287,"Right","Right","Congruent","Shift head",100,-26.3,215.2,"No blink","p3","Right",1,0,0
38,249,"Right","Left","Incongruent","Shift eyes",900,0,-235.7,"Contains blink","p4","Left",1,0,0
38,370,"Left","Left","Congruent","Shift head",500,-15.3,-240.5,"No blink","p5","Left",1,0,0
38,332,"Left","Left","Congruent","Shift head",900,100,-221.7,"No blink","p6","Left",1,0,0
38,307,"Left","Left","Congruent","Shift head",900,22.8,102.1,"Contains blink","p7","Right",0,0,0
38,184,"Right","Right","Congruent","Shift eyes",100,-12.7,225.9,"No blink","p8","Right",1,0,0
38,54,"Left","Left","Congruent","Shift head",500,20,204.1,"No blink","p9","Right",0,1,0
38,227,"Right","Right","Congruent","Shift eyes",900,3.5,229.2,"No blink","p10","Right",1,0,0
38,74,"Right","Right","Congruent","Shift eyes",900,6.80000000000001,-398.4,"No blink","p11","Left",0,1,0
38,204,"Left","Left","Congruent","Shift eyes",900,6.69999999999999,-218.5,"No blink","p12","Left",1,0,0
38,239,"Left","Left","Congruent","Shift eyes",900,18.2,-228.1,"No blink","p13","Left",1,0,0
38,373,"Right","Left","Incongruent","Shift head",900,-10.4,-259.7,"No blink","p14","Left",1,0,0
38,305,"Right","Left","Incongruent","Shift head",900,-19.6,-207.1,"No blink","p15","Left",1,0,0
38,251,"Left","Right","Incongruent","Shift eyes",100,-25.7,244.7,"No blink","p16","Right",1,0,0
38,290,"Right","Right","Congruent","Shift eyes",100,10.4,249.2,"No blink","p17","Right",1,0,0
38,297,"Left","Right","Incongruent","Shift head",500,-3.5,253,"No blink","p18","Right",1,0,0
38,241,"Right","Right","Congruent","Shift head",500,60.1,215.5,"No blink","p19","Right",1,0,0
38,89,"Left","Left","Congruent","Shift head",900,26.9,-247.1,"No blink","p20","Left",1,0,0
38,320,"Right","Left","Incongruent","Shift eyes",100,-14.2,-234,"No blink","p21","Left",1,0,0
38,1226,"Right","Left","Incongruent","Shift head",500,NA,NA,"Contains blink","p22",NA,NA,0,1
39,295,"Left","Right","Incongruent","Shift eyes",900,-13.1,227.1,"No blink","p1","Right",1,0,0
39,220,"Left","Right","Incongruent","Shift head",500,-14,203.1,"No blink","p2","Right",1,0,0
39,307,"Left","Left","Congruent","Shift head",500,12.3,-250.3,"No blink","p3","Left",1,0,0
39,462,"Left","Left","Congruent","Shift head",100,0,-238,"Contains blink","p4","Left",1,0,0
39,385,"Left","Right","Incongruent","Shift eyes",900,3.60000000000002,249.7,"No blink","p5","Right",1,0,0
39,404,"Right","Left","Incongruent","Shift eyes",100,-9.80000000000001,-255.1,"No blink","p6","Left",1,0,0
39,431,"Left","Right","Incongruent","Shift head",500,1.19999999999999,-176.1,"No blink","p7","Left",0,0,0
39,257,"Left","Right","Incongruent","Shift head",500,-13,458.6,"No blink","p8","Right",1,0,0
39,187,"Left","Right","Incongruent","Shift eyes",900,-2.5,382.2,"No blink","p9","Right",1,0,0
39,1035,"Left","Right","Incongruent","Shift head",900,-10.2,-197.3,"No blink","p10","Left",0,0,1
39,352,"Right","Right","Congruent","Shift head",100,-6,226.5,"No blink","p11","Right",1,0,0
39,206,"Right","Right","Congruent","Shift head",500,18.3,236.4,"No blink","p12","Right",1,0,0
39,282,"Right","Left","Incongruent","Shift head",500,2.90000000000003,-243.4,"No blink","p13","Left",1,0,0
39,388,"Right","Left","Incongruent","Shift head",100,-4.89999999999998,-283.7,"No blink","p14","Left",1,0,0
39,173,"Left","Right","Incongruent","Shift head",500,0.400000000000034,-0.399999999999977,"No blink","p15","Insufficient amplitude",0,0,0
39,386,"Right","Left","Incongruent","Shift head",500,-75.6,-472.6,"No blink","p16","Left",1,0,0
39,347,"Left","Right","Incongruent","Shift eyes",100,7.19999999999999,256.7,"No blink","p17","Right",1,0,0
39,161,"Right","Left","Incongruent","Shift head",900,-13.4,-41.8,"No blink","p18","Insufficient amplitude",0,0,0
39,263,"Right","Left","Incongruent","Shift head",500,62,-198,"No blink","p19","Left",1,0,0
39,108,"Left","Right","Incongruent","Shift eyes",900,25.1,244.6,"No blink","p20","Right",1,0,0
39,197,"Right","Left","Incongruent","Shift head",500,-12,-237.4,"No blink","p21","Left",1,0,0
39,261,"Left","Left","Congruent","Shift eyes",900,-29.4,10.6,"No blink","p22","Insufficient amplitude",0,0,0
40,414,"Left","Left","Congruent","Shift eyes",500,-23.6,-194.3,"No blink","p1","Left",1,0,0
40,233,"Left","Right","Incongruent","Shift head",500,-8.5,217.1,"No blink","p2","Right",1,0,0
40,347,"Left","Left","Congruent","Shift eyes",100,-5.69999999999999,-228.3,"No blink","p3","Left",1,0,0
40,277,"Right","Left","Incongruent","Shift eyes",900,0,-238.7,"Contains blink","p4","Left",1,0,0
40,508,"Right","Right","Congruent","Shift eyes",500,5.30000000000001,233,"No blink","p5","Right",1,0,0
40,311,"Right","Right","Congruent","Shift head",100,1,214.3,"No blink","p6","Right",1,0,0
40,38,"Left","Right","Incongruent","Shift eyes",100,-6.79999999999995,236.6,"No blink","p7","Right",1,1,0
40,293,"Left","Right","Incongruent","Shift head",100,-9.60000000000002,239.7,"No blink","p8","Right",1,0,0
40,328,"Right","Right","Congruent","Shift head",100,-28.8,238.5,"No blink","p9","Right",1,0,0
40,237,"Left","Right","Incongruent","Shift head",500,15.3,225.6,"No blink","p10","Right",1,0,0
40,308,"Right","Left","Incongruent","Shift head",100,-3.80000000000001,-203.1,"No blink","p11","Left",1,0,0
40,157,"Right","Left","Incongruent","Shift head",500,5.80000000000001,-175.7,"No blink","p12","Left",1,0,0
40,237,"Right","Right","Congruent","Shift head",900,2.30000000000001,233,"No blink","p13","Right",1,0,0
40,384,"Right","Right","Congruent","Shift head",500,-6.5,243.1,"No blink","p14","Right",1,0,0
40,261,"Left","Left","Congruent","Shift eyes",900,-22.4,-220.8,"No blink","p15","Left",1,0,0
40,213,"Right","Left","Incongruent","Shift eyes",900,-87.3,-245.7,"No blink","p16","Left",1,0,0
40,333,"Left","Left","Congruent","Shift head",100,-8.10000000000002,-254,"No blink","p17","Left",1,0,0
40,351,"Left","Left","Congruent","Shift eyes",900,-10.7,-212.5,"No blink","p18","Left",1,0,0
40,354,"Left","Left","Congruent","Shift eyes",100,18.6,-201.5,"No blink","p19","Left",1,0,0
40,162,"Right","Right","Congruent","Shift eyes",100,18.9,235,"No blink","p20","Right",1,0,0
40,274,"Right","Right","Congruent","Shift eyes",100,12.4,284.5,"No blink","p21","Right",1,0,0
40,228,"Left","Left","Congruent","Shift head",900,-23.3,-0.899999999999977,"No blink","p22","Insufficient amplitude",0,0,0
41,272,"Right","Left","Incongruent","Shift eyes",500,-11.2,-201.2,"No blink","p1","Left",1,0,0
41,234,"Right","Right","Congruent","Shift head",900,-12.1,206.3,"No blink","p2","Right",1,0,0
41,332,"Left","Left","Congruent","Shift head",100,-9,-246.2,"No blink","p3","Left",1,0,0
41,256,"Left","Left","Congruent","Shift eyes",500,0,-250.1,"No blink","p4","Left",1,0,0
41,339,"Left","Right","Incongruent","Shift eyes",900,26.3,257.5,"No blink","p5","Right",1,0,0
41,283,"Left","Right","Incongruent","Shift head",100,4.29999999999995,227.9,"No blink","p6","Right",1,0,0
41,403,"Right","Right","Congruent","Shift eyes",500,12.1,-245.2,"No blink","p7","Left",0,0,0
41,335,"Right","Left","Incongruent","Shift head",100,-13.2,-262,"No blink","p8","Left",1,0,0
41,399,"Right","Left","Incongruent","Shift head",100,-45.6,-178.5,"No blink","p9","Left",1,0,0
41,1011,"Right","Right","Congruent","Shift head",900,10.8,-219.6,"No blink","p10","Left",0,0,1
41,226,"Left","Left","Congruent","Shift head",900,4.19999999999999,-227.5,"No blink","p11","Left",1,0,0
41,225,"Left","Right","Incongruent","Shift eyes",900,14.8,222.1,"No blink","p12","Right",1,0,0
41,336,"Right","Right","Congruent","Shift head",100,-4.19999999999999,224.9,"No blink","p13","Right",1,0,0
41,326,"Left","Right","Incongruent","Shift head",500,-6.10000000000002,236.4,"No blink","p14","Right",1,0,0
41,367,"Right","Right","Congruent","Shift eyes",500,1.10000000000002,230.6,"No blink","p15","Right",1,0,0
41,209,"Right","Left","Incongruent","Shift head",500,-68.7,-235.3,"No blink","p16","Left",1,0,0
41,339,"Left","Left","Congruent","Shift head",100,-15.7,-299,"No blink","p17","Left",1,0,0
41,298,"Left","Right","Incongruent","Shift eyes",500,-1,240.9,"No blink","p18","Right",1,0,0
41,275,"Left","Right","Incongruent","Shift eyes",900,43.1,213.1,"No blink","p19","Right",1,0,0
41,107,"Right","Left","Incongruent","Shift eyes",500,25.8,-242.8,"No blink","p20","Left",1,0,0
41,282,"Left","Right","Incongruent","Shift eyes",100,9.19999999999999,245,"No blink","p21","Right",1,0,0
41,247,"Right","Left","Incongruent","Shift eyes",900,-11.3,-8,"No blink","p22","Insufficient amplitude",0,0,0
42,374,"Right","Left","Incongruent","Shift eyes",500,-19.7,-296.5,"No blink","p1","Left",1,0,0
42,341,"Right","Left","Incongruent","Shift eyes",100,9.39999999999998,-202.5,"No blink","p2","Left",1,0,0
42,228,"Right","Right","Congruent","Shift head",900,-15.2,196.8,"No blink","p3","Right",1,0,0
42,180,"Left","Right","Incongruent","Shift eyes",900,0,200.8,"No blink","p4","Right",1,0,0
42,473,"Right","Right","Congruent","Shift eyes",100,7.19999999999999,231.3,"No blink","p5","Right",1,0,0
42,294,"Left","Left","Congruent","Shift eyes",100,51.9,-266.6,"Contains blink","p6","Left",1,0,0
42,112,"Right","Right","Congruent","Shift head",900,32.9,-352.5,"Contains blink","p7","Left",0,0,0
42,57,"Left","Left","Congruent","Shift head",500,0.0999999999999659,-2.79999999999995,"No blink","p8","Insufficient amplitude",0,1,0
42,272,"Right","Left","Incongruent","Shift head",500,-14.2,-232.7,"No blink","p9","Left",1,0,0
42,372,"Left","Left","Congruent","Shift head",100,-5.69999999999999,-6.19999999999993,"No blink","p10","Insufficient amplitude",0,0,0
42,388,"Right","Right","Congruent","Shift eyes",100,-17.7,238.1,"No blink","p11","Right",1,0,0
42,201,"Right","Left","Incongruent","Shift head",900,-2.59999999999997,-216.7,"No blink","p12","Left",1,0,0
42,246,"Right","Right","Congruent","Shift head",100,1.90000000000003,230.6,"No blink","p13","Right",1,0,0
42,281,"Right","Right","Congruent","Shift eyes",100,-2.80000000000007,237.3,"No blink","p14","Right",1,0,0
42,803,"Right","Left","Incongruent","Shift head",500,-29,-348.1,"No blink","p15","Left",1,0,1
42,322,"Right","Left","Incongruent","Shift head",100,-25.9,-229.5,"No blink","p16","Left",1,0,0
42,215,"Left","Right","Incongruent","Shift head",500,-3.40000000000003,216.4,"No blink","p17","Right",1,0,0
42,93,"Right","Right","Congruent","Shift eyes",500,-7.39999999999998,223.8,"No blink","p18","Right",1,0,0
42,235,"Right","Left","Incongruent","Shift head",500,19.3,-250.4,"No blink","p19","Left",1,0,0
42,190,"Right","Right","Congruent","Shift eyes",100,16.1,241.5,"No blink","p20","Right",1,0,0
42,177,"Left","Right","Incongruent","Shift eyes",500,-0.900000000000034,227,"No blink","p21","Right",1,0,0
42,228,"Left","Right","Incongruent","Shift head",100,2.30000000000001,-2.59999999999997,"No blink","p22","Insufficient amplitude",0,0,0
43,321,"Right","Left","Incongruent","Shift eyes",900,-56.8,-420,"No blink","p1","Left",1,0,0
43,163,"Left","Right","Incongruent","Shift head",500,-6.80000000000001,215.7,"No blink","p2","Right",1,0,0
43,272,"Right","Right","Congruent","Shift eyes",500,-10.7,195.3,"No blink","p3","Right",1,0,0
43,245,"Left","Left","Congruent","Shift eyes",100,0,-235.4,"No blink","p4","Left",1,0,0
43,441,"Right","Left","Incongruent","Shift eyes",900,-28.6,-266.3,"No blink","p5","Left",1,0,0
43,280,"Right","Right","Congruent","Shift head",900,24.7,286.5,"No blink","p6","Right",1,0,0
43,497,"Left","Right","Incongruent","Shift eyes",500,8.39999999999998,-276,"Contains blink","p7","Left",0,0,0
43,207,"Left","Left","Congruent","Shift eyes",900,-4,-266.8,"No blink","p8","Left",1,0,0
43,335,"Left","Left","Congruent","Shift eyes",900,-30.3,-168.7,"No blink","p9","Left",1,0,0
43,334,"Left","Left","Congruent","Shift eyes",500,-4.60000000000002,-232.7,"No blink","p10","Left",1,0,0
43,293,"Left","Left","Congruent","Shift head",100,2.09999999999997,-248.1,"No blink","p11","Left",1,0,0
43,268,"Right","Right","Congruent","Shift head",900,16.1,214.1,"No blink","p12","Right",1,0,0
43,311,"Right","Left","Incongruent","Shift eyes",100,7.89999999999998,-259.5,"No blink","p13","Left",1,0,0
43,357,"Left","Left","Congruent","Shift eyes",500,-14.4,-237.9,"No blink","p14","Left",1,0,0
43,334,"Right","Right","Congruent","Shift eyes",100,7.5,189.3,"No blink","p15","Right",1,0,0
43,149,"Left","Right","Incongruent","Shift eyes",500,-11.8,-51,"No blink","p16","Insufficient amplitude",0,0,0
43,223,"Right","Right","Congruent","Shift head",100,7.80000000000001,270.3,"No blink","p17","Right",1,0,0
43,310,"Right","Left","Incongruent","Shift eyes",900,-11.9,-221.8,"No blink","p18","Left",1,0,0
43,189,"Right","Right","Congruent","Shift head",500,-9.39999999999998,200.3,"No blink","p19","Right",1,0,0
43,97,"Right","Right","Congruent","Shift eyes",500,16,246.3,"No blink","p20","Right",1,0,0
43,287,"Left","Right","Incongruent","Shift head",500,1,234.5,"No blink","p21","Right",1,0,0
43,1225,"Left","Right","Incongruent","Shift eyes",900,NA,NA,"Contains blink","p22",NA,NA,0,1
44,522,"Right","Right","Congruent","Shift head",100,-10.1,217,"No blink","p1","Right",1,0,0
44,72,"Left","Left","Congruent","Shift eyes",100,-1.69999999999999,-251.3,"No blink","p2","Left",1,1,0
44,264,"Left","Left","Congruent","Shift eyes",900,13.2,-260.5,"No blink","p3","Left",1,0,0
44,212,"Right","Left","Incongruent","Shift head",100,0,189.8,"No blink","p4","Right",0,0,0
44,480,"Right","Right","Congruent","Shift head",100,11.8,231,"No blink","p5","Right",1,0,0
44,89,"Left","Left","Congruent","Shift head",500,-23.2,312.7,"No blink","p6","Right",0,0,0
44,40,"Left","Right","Incongruent","Shift head",100,-7.60000000000002,233.4,"No blink","p7","Right",1,1,0
44,333,"Left","Left","Congruent","Shift eyes",100,-4.09999999999997,-249.6,"No blink","p8","Left",1,0,0
44,388,"Left","Left","Congruent","Shift eyes",900,-22.3,-231,"No blink","p9","Left",1,0,0
44,230,"Right","Right","Congruent","Shift eyes",500,14.5,224.9,"No blink","p10","Right",1,0,0
44,408,"Right","Left","Incongruent","Shift eyes",100,-0.100000000000023,-252.2,"No blink","p11","Left",1,0,0
44,209,"Right","Left","Incongruent","Shift head",900,5.09999999999997,-213.2,"No blink","p12","Left",1,0,0
44,281,"Left","Right","Incongruent","Shift eyes",900,-11.6,224,"Contains blink","p13","Right",1,0,0
44,258,"Left","Right","Incongruent","Shift eyes",900,5,236.4,"No blink","p14","Right",1,0,0
44,266,"Left","Right","Incongruent","Shift eyes",500,-5.30000000000001,227.3,"No blink","p15","Right",1,0,0
44,210,"Left","Left","Congruent","Shift head",900,9.5,-238.7,"No blink","p16","Left",1,0,0
44,232,"Left","Right","Incongruent","Shift eyes",900,5.30000000000001,225.1,"No blink","p17","Right",1,0,0
44,368,"Right","Right","Congruent","Shift head",900,-9.5,233.6,"No blink","p18","Right",1,0,0
44,348,"Right","Right","Congruent","Shift eyes",500,41.1,226.2,"No blink","p19","Right",1,0,0
44,104,"Left","Right","Incongruent","Shift head",500,23.1,260.9,"No blink","p20","Right",1,0,0
44,278,"Right","Right","Congruent","Shift head",100,1.09999999999997,245.8,"No blink","p21","Right",1,0,0
44,4,"Right","Left","Incongruent","Shift eyes",900,3,-14.4,"No blink","p22","Insufficient amplitude",0,1,0
45,356,"Left","Left","Congruent","Shift head",100,-20.5,-335.5,"No blink","p1","Left",1,0,0
45,233,"Right","Left","Incongruent","Shift head",500,-17.6,-195.4,"No blink","p2","Left",1,0,0
45,288,"Right","Right","Congruent","Shift eyes",500,-13.4,186,"No blink","p3","Right",1,0,0
45,346,"Left","Right","Incongruent","Shift eyes",100,0,238.3,"No blink","p4","Right",1,0,0
45,411,"Right","Right","Congruent","Shift eyes",100,12.2,222.8,"No blink","p5","Right",1,0,0
45,328,"Right","Left","Incongruent","Shift eyes",100,14.9,-228,"No blink","p6","Left",1,0,0
45,362,"Left","Right","Incongruent","Shift head",900,4.59999999999997,-239.5,"Contains blink","p7","Left",0,0,0
45,273,"Left","Right","Incongruent","Shift eyes",500,-15.2,223.3,"No blink","p8","Right",1,0,0
45,329,"Left","Left","Congruent","Shift head",500,-3.79999999999995,-223.3,"No blink","p9","Left",1,0,0
45,302,"Left","Right","Incongruent","Shift head",100,16.1,215.8,"No blink","p10","Right",1,0,0
45,199,"Right","Left","Incongruent","Shift head",900,3.69999999999999,-231.7,"No blink","p11","Left",1,0,0
45,264,"Left","Right","Incongruent","Shift head",500,15.2,221.3,"No blink","p12","Right",1,0,0
45,236,"Right","Right","Congruent","Shift head",900,-7.5,222.3,"No blink","p13","Right",1,0,0
45,269,"Right","Right","Congruent","Shift head",500,-7.70000000000005,229.5,"No blink","p14","Right",1,0,0
45,538,"Right","Left","Incongruent","Shift eyes",100,-32,-228,"No blink","p15","Left",1,0,1
45,254,"Right","Left","Incongruent","Shift head",900,-50.6,-233.1,"No blink","p16","Left",1,0,0
45,257,"Right","Right","Congruent","Shift eyes",500,9.5,232.9,"No blink","p17","Right",1,0,0
45,361,"Left","Right","Incongruent","Shift head",500,-3.79999999999995,267.9,"No blink","p18","Right",1,0,0
45,254,"Left","Right","Incongruent","Shift head",900,-21.1,219.3,"No blink","p19","Right",1,0,0
45,91,"Right","Right","Congruent","Shift eyes",900,18.4,247.1,"No blink","p20","Right",1,0,0
45,203,"Right","Left","Incongruent","Shift eyes",100,-17.5,-253.6,"No blink","p21","Left",1,0,0
45,154,"Right","Left","Incongruent","Shift eyes",500,14.9,-163.7,"No blink","p22","Left",1,0,0
46,431,"Right","Left","Incongruent","Shift eyes",100,-18.3,-211.7,"No blink","p1","Left",1,0,0
46,182,"Left","Right","Incongruent","Shift eyes",500,-17.7,173.5,"No blink","p2","Right",1,0,0
46,210,"Right","Left","Incongruent","Shift eyes",900,9.20000000000005,-224.7,"No blink","p3","Left",1,0,0
46,194,"Left","Right","Incongruent","Shift eyes",900,0,244.3,"No blink","p4","Right",1,0,0
46,500,"Left","Left","Congruent","Shift head",100,-11.1,-239.1,"No blink","p5","Left",1,0,0
46,361,"Left","Left","Congruent","Shift head",100,6.89999999999998,-234.8,"No blink","p6","Left",1,0,0
46,469,"Right","Left","Incongruent","Shift head",500,30.4,266.6,"Contains blink","p7","Right",0,0,0
46,292,"Left","Left","Congruent","Shift head",900,0.800000000000011,-236.4,"No blink","p8","Left",1,0,0
46,308,"Left","Left","Congruent","Shift eyes",500,-5.69999999999999,-227.7,"No blink","p9","Left",1,0,0
46,253,"Right","Right","Congruent","Shift eyes",100,11.5,220,"No blink","p10","Right",1,0,0
46,259,"Right","Left","Incongruent","Shift eyes",100,2.60000000000002,-228.4,"No blink","p11","Left",1,0,0
46,452,"Right","Left","Incongruent","Shift head",900,-37,-248.8,"No blink","p12","Left",1,0,0
46,160,"Right","Left","Incongruent","Shift eyes",500,-6.5,-248,"No blink","p13","Left",1,0,0
46,344,"Left","Left","Congruent","Shift eyes",100,-3.29999999999995,-254.1,"No blink","p14","Left",1,0,0
46,268,"Right","Left","Incongruent","Shift head",100,12.7,230.9,"No blink","p15","Right",0,0,0
46,254,"Left","Left","Congruent","Shift eyes",900,-75.5,-238.5,"No blink","p16","Left",1,0,0
46,280,"Left","Right","Incongruent","Shift head",500,6.40000000000003,249.4,"No blink","p17","Right",1,0,0
46,225,"Right","Right","Congruent","Shift head",100,-2.30000000000001,270.5,"No blink","p18","Right",1,0,0
46,191,"Right","Right","Congruent","Shift head",900,-15.7,207,"No blink","p19","Right",1,0,0
46,139,"Left","Right","Incongruent","Shift head",100,11.1,251.4,"No blink","p20","Right",1,0,0
46,285,"Right","Right","Congruent","Shift eyes",100,6.5,250.6,"No blink","p21","Right",1,0,0
46,243,"Right","Left","Incongruent","Shift head",900,11.3,-197.3,"No blink","p22","Left",1,0,0
47,316,"Left","Left","Congruent","Shift eyes",500,-27.3,-230.2,"No blink","p1","Left",1,0,0
47,171,"Right","Left","Incongruent","Shift head",900,-9.69999999999999,-230.3,"No blink","p2","Left",1,0,0
47,207,"Left","Right","Incongruent","Shift eyes",900,-9.09999999999997,192.5,"No blink","p3","Right",1,0,0
47,149,"Right","Left","Incongruent","Shift head",500,0,-256.5,"No blink","p4","Left",1,0,0
47,447,"Left","Left","Congruent","Shift eyes",100,-24.9,-236,"No blink","p5","Left",1,0,0
47,260,"Right","Left","Incongruent","Shift eyes",500,6.40000000000003,-194.4,"No blink","p6","Left",1,0,0
47,32,"Left","Left","Congruent","Shift head",100,2.5,-247.5,"No blink","p7","Left",1,1,0
47,252,"Left","Right","Incongruent","Shift head",100,-7.5,261.6,"No blink","p8","Right",1,0,0
47,308,"Left","Left","Congruent","Shift head",100,-28.1,-204.4,"No blink","p9","Left",1,0,0
47,267,"Left","Right","Incongruent","Shift eyes",500,14.3,192.2,"No blink","p10","Right",1,0,0
47,222,"Left","Right","Incongruent","Shift eyes",900,-4,450.6,"No blink","p11","Right",1,0,0
47,323,"Left","Left","Congruent","Shift eyes",500,10.5,-223.2,"No blink","p12","Left",1,0,0
47,232,"Right","Left","Incongruent","Shift head",900,-4.39999999999998,-229.4,"No blink","p13","Left",1,0,0
47,306,"Right","Left","Incongruent","Shift head",500,-14.6,-272.8,"No blink","p14","Left",1,0,0
47,206,"Right","Left","Incongruent","Shift head",900,-16.1,-15.3,"No blink","p15","Insufficient amplitude",0,0,0
47,262,"Right","Right","Congruent","Shift head",900,-68.6,205,"No blink","p16","Right",1,0,0
47,330,"Left","Left","Congruent","Shift eyes",900,-23.9,-277.8,"No blink","p17","Left",1,0,0
47,301,"Right","Left","Incongruent","Shift head",500,11,-264,"No blink","p18","Left",1,0,0
47,239,"Right","Left","Incongruent","Shift eyes",900,7.79999999999995,-218.1,"No blink","p19","Left",1,0,0
47,98,"Left","Left","Congruent","Shift eyes",500,16.8,-227.3,"No blink","p20","Left",1,0,0
47,348,"Left","Left","Congruent","Shift eyes",100,11.7,-280.6,"No blink","p21","Left",1,0,0
47,312,"Right","Right","Congruent","Shift eyes",100,-38.9,236.9,"No blink","p22","Right",1,0,0
48,309,"Left","Left","Congruent","Shift head",900,-8.80000000000001,-211.5,"No blink","p1","Left",1,0,0
48,497,"Right","Right","Congruent","Shift head",100,-3.80000000000001,220.2,"No blink","p2","Right",1,0,0
48,347,"Right","Right","Congruent","Shift eyes",100,-7.60000000000002,195.8,"No blink","p3","Right",1,0,0
48,305,"Right","Right","Congruent","Shift eyes",100,0,237.9,"No blink","p4","Right",1,0,0
48,436,"Right","Left","Incongruent","Shift eyes",100,1.69999999999999,-242,"No blink","p5","Left",1,0,0
48,308,"Left","Right","Incongruent","Shift head",900,0.200000000000045,204.3,"No blink","p6","Right",1,0,0
48,352,"Left","Left","Congruent","Shift head",500,0.5,-8.10000000000002,"No blink","p7","Insufficient amplitude",0,0,0
48,125,"Left","Right","Incongruent","Shift head",900,-13.1,222.9,"No blink","p8","Right",1,0,0
48,445,"Right","Left","Incongruent","Shift head",900,10,-217.4,"No blink","p9","Left",1,0,0
48,299,"Right","Right","Congruent","Shift eyes",500,3.5,213.8,"No blink","p10","Right",1,0,0
48,283,"Right","Right","Congruent","Shift head",900,-8.20000000000005,236.6,"No blink","p11","Right",1,0,0
48,209,"Left","Left","Congruent","Shift eyes",900,-2,-245.1,"No blink","p12","Left",1,0,0
48,214,"Left","Left","Congruent","Shift head",900,-6.40000000000003,-214.5,"No blink","p13","Left",1,0,0
48,258,"Right","Right","Congruent","Shift eyes",900,-10.5,228,"No blink","p14","Right",1,0,0
48,286,"Left","Right","Incongruent","Shift eyes",900,64.8,237.6,"Contains blink","p15","Right",1,0,0
48,296,"Right","Right","Congruent","Shift eyes",500,-25.6,225.9,"No blink","p16","Right",1,0,0
48,290,"Right","Right","Congruent","Shift eyes",900,4.09999999999997,248.5,"No blink","p17","Right",1,0,0
48,322,"Left","Left","Congruent","Shift eyes",500,3.79999999999995,-229.2,"No blink","p18","Left",1,0,0
48,387,"Right","Right","Congruent","Shift eyes",100,-16.5,207.4,"No blink","p19","Right",1,0,0
48,65,"Right","Right","Congruent","Shift head",500,21.9,254,"No blink","p20","Right",1,1,0
48,214,"Left","Right","Incongruent","Shift head",100,10.4,268.6,"No blink","p21","Right",1,0,0
48,290,"Right","Right","Congruent","Shift head",100,-35.2,223.2,"No blink","p22","Right",1,0,0
49,445,"Left","Left","Congruent","Shift eyes",100,-7.70000000000005,-231.9,"No blink","p1","Left",1,0,0
49,217,"Right","Right","Congruent","Shift head",900,-17.3,221.8,"No blink","p2","Right",1,0,0
49,308,"Right","Right","Congruent","Shift eyes",500,-17.8,191.6,"No blink","p3","Right",1,0,0
49,343,"Right","Left","Incongruent","Shift eyes",100,0,-231.4,"No blink","p4","Left",1,0,0
49,582,"Right","Right","Congruent","Shift eyes",100,4.09999999999997,218.2,"No blink","p5","Right",1,0,1
49,389,"Left","Right","Incongruent","Shift head",100,-5.80000000000001,204.8,"No blink","p6","Right",1,0,0
49,503,"Left","Left","Congruent","Shift head",500,-3.89999999999998,137,"No blink","p7","Right",0,0,0
